z,a,t_Gyr,H_norm,Lambda_norm,w,OmL_eff
1.6868,0.372192,3.7950,2.539391,0.917008,-1.182410,0.099661
1.6857,0.372343,3.7972,2.538024,0.917212,-1.182371,0.099790
1.6846,0.372495,3.7995,2.536659,0.917416,-1.182332,0.099920
1.6835,0.372646,3.8017,2.535296,0.917620,-1.182292,0.100050
1.6824,0.372798,3.8039,2.533934,0.917824,-1.182252,0.100180
1.6813,0.372949,3.8062,2.532573,0.918028,-1.182213,0.100310
1.6802,0.373100,3.8084,2.531215,0.918231,-1.182173,0.100440
1.6792,0.373252,3.8106,2.529858,0.918435,-1.182133,0.100570
1.6781,0.373403,3.8129,2.528503,0.918638,-1.182093,0.100700
1.6770,0.373554,3.8151,2.527150,0.918841,-1.182053,0.100830
1.6759,0.373706,3.8173,2.525798,0.919044,-1.182013,0.100960
1.6748,0.373857,3.8196,2.524448,0.919248,-1.181972,0.101091
1.6737,0.374008,3.8218,2.523099,0.919450,-1.181932,0.101221
1.6727,0.374159,3.8240,2.521753,0.919653,-1.181891,0.101351
1.6716,0.374310,3.8263,2.520408,0.919856,-1.181851,0.101482
1.6705,0.374462,3.8285,2.519064,0.920059,-1.181810,0.101613
1.6694,0.374613,3.8307,2.517723,0.920261,-1.181769,0.101743
1.6683,0.374764,3.8330,2.516382,0.920463,-1.181728,0.101874
1.6673,0.374915,3.8352,2.515044,0.920666,-1.181687,0.102005
1.6662,0.375066,3.8374,2.513707,0.920868,-1.181646,0.102136
1.6651,0.375217,3.8397,2.512372,0.921070,-1.181605,0.102267
1.6641,0.375368,3.8419,2.511039,0.921272,-1.181563,0.102398
1.6630,0.375519,3.8442,2.509707,0.921474,-1.181522,0.102529
1.6619,0.375670,3.8464,2.508377,0.921676,-1.181480,0.102661
1.6608,0.375821,3.8486,2.507048,0.921877,-1.181438,0.102792
1.6598,0.375972,3.8509,2.505721,0.922079,-1.181397,0.102923
1.6587,0.376123,3.8531,2.504396,0.922280,-1.181355,0.103055
1.6576,0.376274,3.8553,2.503072,0.922481,-1.181313,0.103186
1.6566,0.376425,3.8576,2.501750,0.922683,-1.181271,0.103318
1.6555,0.376576,3.8598,2.500430,0.922884,-1.181229,0.103450
1.6544,0.376727,3.8620,2.499111,0.923085,-1.181186,0.103581
1.6534,0.376878,3.8643,2.497794,0.923285,-1.181144,0.103713
1.6523,0.377028,3.8665,2.496478,0.923486,-1.181101,0.103845
1.6513,0.377179,3.8687,2.495164,0.923687,-1.181059,0.103977
1.6502,0.377330,3.8710,2.493852,0.923887,-1.181016,0.104109
1.6491,0.377481,3.8732,2.492541,0.924088,-1.180973,0.104241
1.6481,0.377632,3.8754,2.491232,0.924288,-1.180930,0.104373
1.6470,0.377782,3.8777,2.489925,0.924488,-1.180887,0.104506
1.6460,0.377933,3.8799,2.488619,0.924688,-1.180844,0.104638
1.6449,0.378084,3.8821,2.487314,0.924888,-1.180801,0.104770
1.6439,0.378235,3.8844,2.486012,0.925088,-1.180758,0.104903
1.6428,0.378385,3.8866,2.484710,0.925288,-1.180714,0.105036
1.6418,0.378536,3.8889,2.483411,0.925488,-1.180671,0.105168
1.6407,0.378687,3.8911,2.482113,0.925687,-1.180627,0.105301
1.6397,0.378837,3.8933,2.480816,0.925887,-1.180584,0.105434
1.6386,0.378988,3.8956,2.479522,0.926086,-1.180540,0.105567
1.6376,0.379138,3.8978,2.478228,0.926285,-1.180496,0.105700
1.6365,0.379289,3.9000,2.476937,0.926484,-1.180452,0.105833
1.6355,0.379439,3.9023,2.475647,0.926683,-1.180408,0.105966
1.6344,0.379590,3.9045,2.474358,0.926882,-1.180364,0.106099
1.6334,0.379740,3.9067,2.473071,0.927081,-1.180319,0.106232
1.6323,0.379891,3.9090,2.471786,0.927280,-1.180275,0.106365
1.6313,0.380041,3.9112,2.470502,0.927478,-1.180231,0.106499
1.6303,0.380192,3.9134,2.469219,0.927677,-1.180186,0.106632
1.6292,0.380342,3.9157,2.467939,0.927875,-1.180141,0.106766
1.6282,0.380493,3.9179,2.466660,0.928073,-1.180097,0.106899
1.6271,0.380643,3.9201,2.465382,0.928271,-1.180052,0.107033
1.6261,0.380793,3.9224,2.464106,0.928470,-1.180007,0.107167
1.6251,0.380944,3.9246,2.462831,0.928667,-1.179962,0.107301
1.6240,0.381094,3.9268,2.461558,0.928865,-1.179916,0.107434
1.6230,0.381244,3.9291,2.460287,0.929063,-1.179871,0.107568
1.6220,0.381395,3.9313,2.459017,0.929260,-1.179826,0.107702
1.6209,0.381545,3.9335,2.457748,0.929458,-1.179780,0.107837
1.6199,0.381695,3.9358,2.456482,0.929655,-1.179735,0.107971
1.6189,0.381846,3.9380,2.455216,0.929853,-1.179689,0.108105
1.6178,0.381996,3.9403,2.453952,0.930050,-1.179643,0.108239
1.6168,0.382146,3.9425,2.452690,0.930247,-1.179597,0.108374
1.6158,0.382296,3.9447,2.451429,0.930444,-1.179551,0.108508
1.6147,0.382446,3.9470,2.450170,0.930640,-1.179505,0.108643
1.6137,0.382596,3.9492,2.448912,0.930837,-1.179459,0.108777
1.6127,0.382747,3.9514,2.447656,0.931034,-1.179413,0.108912
1.6117,0.382897,3.9537,2.446401,0.931230,-1.179367,0.109047
1.6106,0.383047,3.9559,2.445148,0.931427,-1.179320,0.109182
1.6096,0.383197,3.9581,2.443897,0.931623,-1.179274,0.109316
1.6086,0.383347,3.9604,2.442646,0.931819,-1.179227,0.109451
1.6076,0.383497,3.9626,2.441398,0.932015,-1.179180,0.109586
1.6066,0.383647,3.9648,2.440150,0.932211,-1.179133,0.109722
1.6055,0.383797,3.9671,2.438905,0.932407,-1.179086,0.109857
1.6045,0.383947,3.9693,2.437660,0.932602,-1.179039,0.109992
1.6035,0.384097,3.9715,2.436418,0.932798,-1.178992,0.110127
1.6025,0.384247,3.9738,2.435176,0.932993,-1.178945,0.110263
1.6015,0.384397,3.9760,2.433937,0.933189,-1.178898,0.110398
1.6005,0.384547,3.9782,2.432698,0.933384,-1.178850,0.110534
1.5995,0.384697,3.9805,2.431462,0.933579,-1.178803,0.110669
1.5984,0.384847,3.9827,2.430226,0.933774,-1.178755,0.110805
1.5974,0.384996,3.9850,2.428992,0.933969,-1.178707,0.110941
1.5964,0.385146,3.9872,2.427760,0.934164,-1.178660,0.111077
1.5954,0.385296,3.9894,2.426529,0.934359,-1.178612,0.111212
1.5944,0.385446,3.9917,2.425300,0.934553,-1.178564,0.111348
1.5934,0.385596,3.9939,2.424072,0.934748,-1.178516,0.111484
1.5924,0.385746,3.9961,2.422845,0.934942,-1.178468,0.111621
1.5914,0.385895,3.9984,2.421620,0.935137,-1.178419,0.111757
1.5904,0.386045,4.0006,2.420397,0.935331,-1.178371,0.111893
1.5894,0.386195,4.0028,2.419174,0.935525,-1.178322,0.112029
1.5884,0.386344,4.0051,2.417954,0.935719,-1.178274,0.112166
1.5874,0.386494,4.0073,2.416734,0.935912,-1.178225,0.112302
1.5864,0.386644,4.0095,2.415517,0.936106,-1.178176,0.112439
1.5854,0.386793,4.0118,2.414300,0.936300,-1.178128,0.112575
1.5844,0.386943,4.0140,2.413085,0.936493,-1.178079,0.112712
1.5834,0.387093,4.0162,2.411872,0.936687,-1.178030,0.112849
1.5824,0.387242,4.0185,2.410660,0.936880,-1.177980,0.112986
1.5814,0.387392,4.0207,2.409449,0.937073,-1.177931,0.113122
1.5804,0.387541,4.0229,2.408240,0.937266,-1.177882,0.113259
1.5794,0.387691,4.0252,2.407032,0.937459,-1.177833,0.113396
1.5784,0.387841,4.0274,2.405826,0.937652,-1.177783,0.113534
1.5774,0.387990,4.0297,2.404621,0.937845,-1.177733,0.113671
1.5764,0.388140,4.0319,2.403418,0.938037,-1.177684,0.113808
1.5754,0.388289,4.0341,2.402216,0.938230,-1.177634,0.113945
1.5744,0.388439,4.0364,2.401015,0.938422,-1.177584,0.114083
1.5734,0.388588,4.0386,2.399816,0.938614,-1.177534,0.114220
1.5724,0.388737,4.0408,2.398618,0.938807,-1.177484,0.114358
1.5714,0.388887,4.0431,2.397422,0.938999,-1.177434,0.114495
1.5705,0.389036,4.0453,2.396227,0.939191,-1.177384,0.114633
1.5695,0.389186,4.0475,2.395033,0.939382,-1.177333,0.114771
1.5685,0.389335,4.0498,2.393841,0.939574,-1.177283,0.114908
1.5675,0.389484,4.0520,2.392650,0.939766,-1.177232,0.115046
1.5665,0.389634,4.0542,2.391461,0.939957,-1.177182,0.115184
1.5655,0.389783,4.0565,2.390273,0.940149,-1.177131,0.115322
1.5645,0.389932,4.0587,2.389086,0.940340,-1.177080,0.115460
1.5636,0.390082,4.0609,2.387901,0.940531,-1.177029,0.115598
1.5626,0.390231,4.0632,2.386717,0.940722,-1.176978,0.115736
1.5616,0.390380,4.0654,2.385535,0.940913,-1.176927,0.115875
1.5606,0.390529,4.0676,2.384354,0.941104,-1.176876,0.116013
1.5596,0.390678,4.0699,2.383174,0.941295,-1.176825,0.116152
1.5587,0.390828,4.0721,2.381996,0.941485,-1.176773,0.116290
1.5577,0.390977,4.0744,2.380819,0.941676,-1.176722,0.116429
1.5567,0.391126,4.0766,2.379644,0.941866,-1.176670,0.116567
1.5557,0.391275,4.0788,2.378470,0.942056,-1.176619,0.116706
1.5548,0.391424,4.0811,2.377297,0.942247,-1.176567,0.116845
1.5538,0.391573,4.0833,2.376125,0.942437,-1.176515,0.116983
1.5528,0.391722,4.0855,2.374955,0.942627,-1.176463,0.117122
1.5519,0.391872,4.0878,2.373787,0.942816,-1.176411,0.117261
1.5509,0.392021,4.0900,2.372619,0.943006,-1.176359,0.117400
1.5499,0.392170,4.0922,2.371454,0.943196,-1.176307,0.117539
1.5489,0.392319,4.0945,2.370289,0.943385,-1.176255,0.117679
1.5480,0.392468,4.0967,2.369126,0.943575,-1.176202,0.117818
1.5470,0.392617,4.0989,2.367964,0.943764,-1.176150,0.117957
1.5460,0.392766,4.1012,2.366803,0.943953,-1.176097,0.118096
1.5451,0.392915,4.1034,2.365644,0.944142,-1.176045,0.118236
1.5441,0.393064,4.1056,2.364486,0.944331,-1.175992,0.118375
1.5432,0.393212,4.1079,2.363330,0.944520,-1.175939,0.118515
1.5422,0.393361,4.1101,2.362175,0.944709,-1.175886,0.118655
1.5412,0.393510,4.1123,2.361021,0.944897,-1.175833,0.118794
1.5403,0.393659,4.1146,2.359869,0.945086,-1.175780,0.118934
1.5393,0.393808,4.1168,2.358718,0.945274,-1.175727,0.119074
1.5383,0.393957,4.1191,2.357568,0.945462,-1.175674,0.119214
1.5374,0.394106,4.1213,2.356419,0.945651,-1.175620,0.119354
1.5364,0.394254,4.1235,2.355272,0.945839,-1.175567,0.119494
1.5355,0.394403,4.1258,2.354126,0.946027,-1.175513,0.119634
1.5345,0.394552,4.1280,2.352982,0.946214,-1.175460,0.119774
1.5336,0.394701,4.1302,2.351839,0.946402,-1.175406,0.119914
1.5326,0.394850,4.1325,2.350697,0.946590,-1.175352,0.120055
1.5317,0.394998,4.1347,2.349557,0.946777,-1.175298,0.120195
1.5307,0.395147,4.1369,2.348417,0.946965,-1.175244,0.120336
1.5298,0.395296,4.1392,2.347279,0.947152,-1.175190,0.120476
1.5288,0.395444,4.1414,2.346143,0.947339,-1.175136,0.120617
1.5279,0.395593,4.1436,2.345008,0.947526,-1.175082,0.120757
1.5269,0.395742,4.1459,2.343874,0.947713,-1.175028,0.120898
1.5260,0.395890,4.1481,2.342741,0.947900,-1.174973,0.121039
1.5250,0.396039,4.1503,2.341610,0.948087,-1.174919,0.121180
1.5241,0.396188,4.1526,2.340480,0.948273,-1.174864,0.121321
1.5231,0.396336,4.1548,2.339351,0.948460,-1.174809,0.121462
1.5222,0.396485,4.1570,2.338224,0.948646,-1.174755,0.121603
1.5212,0.396633,4.1593,2.337097,0.948832,-1.174700,0.121744
1.5203,0.396782,4.1615,2.335973,0.949018,-1.174645,0.121885
1.5193,0.396930,4.1638,2.334849,0.949205,-1.174590,0.122026
1.5184,0.397079,4.1660,2.333727,0.949390,-1.174535,0.122168
1.5175,0.397227,4.1682,2.332606,0.949576,-1.174479,0.122309
1.5165,0.397376,4.1705,2.331486,0.949762,-1.174424,0.122450
1.5156,0.397524,4.1727,2.330368,0.949948,-1.174369,0.122592
1.5146,0.397673,4.1749,2.329251,0.950133,-1.174313,0.122733
1.5137,0.397821,4.1772,2.328135,0.950318,-1.174258,0.122875
1.5128,0.397970,4.1794,2.327020,0.950504,-1.174202,0.123017
1.5118,0.398118,4.1816,2.325907,0.950689,-1.174146,0.123159
1.5109,0.398266,4.1839,2.324795,0.950874,-1.174090,0.123300
1.5099,0.398415,4.1861,2.323684,0.951059,-1.174035,0.123442
1.5090,0.398563,4.1883,2.322575,0.951244,-1.173979,0.123584
1.5081,0.398711,4.1906,2.321466,0.951428,-1.173922,0.123726
1.5071,0.398860,4.1928,2.320359,0.951613,-1.173866,0.123868
1.5062,0.399008,4.1950,2.319254,0.951797,-1.173810,0.124011
1.5053,0.399156,4.1973,2.318149,0.951982,-1.173754,0.124153
1.5044,0.399305,4.1995,2.317046,0.952166,-1.173697,0.124295
1.5034,0.399453,4.2017,2.315944,0.952350,-1.173641,0.124438
1.5025,0.399601,4.2040,2.314844,0.952534,-1.173584,0.124580
1.5016,0.399749,4.2062,2.313744,0.952718,-1.173527,0.124722
1.5006,0.399897,4.2085,2.312646,0.952902,-1.173471,0.124865
1.4997,0.400046,4.2107,2.311549,0.953086,-1.173414,0.125008
1.4988,0.400194,4.2129,2.310453,0.953269,-1.173357,0.125150
1.4979,0.400342,4.2152,2.309359,0.953453,-1.173300,0.125293
1.4969,0.400490,4.2174,2.308266,0.953636,-1.173243,0.125436
1.4960,0.400638,4.2196,2.307174,0.953819,-1.173185,0.125579
1.4951,0.400786,4.2219,2.306083,0.954002,-1.173128,0.125722
1.4942,0.400934,4.2241,2.304994,0.954185,-1.173071,0.125865
1.4933,0.401083,4.2263,2.303905,0.954368,-1.173013,0.126008
1.4923,0.401231,4.2286,2.302818,0.954551,-1.172956,0.126151
1.4914,0.401379,4.2308,2.301733,0.954734,-1.172898,0.126294
1.4905,0.401527,4.2330,2.300648,0.954916,-1.172840,0.126437
1.4896,0.401675,4.2353,2.299565,0.955099,-1.172783,0.126581
1.4887,0.401823,4.2375,2.298483,0.955281,-1.172725,0.126724
1.4877,0.401971,4.2397,2.297402,0.955463,-1.172667,0.126868
1.4868,0.402119,4.2420,2.296322,0.955646,-1.172609,0.127011
1.4859,0.402267,4.2442,2.295244,0.955828,-1.172551,0.127155
1.4850,0.402415,4.2464,2.294167,0.956009,-1.172492,0.127298
1.4841,0.402563,4.2487,2.293091,0.956191,-1.172434,0.127442
1.4832,0.402711,4.2509,2.292016,0.956373,-1.172376,0.127586
1.4823,0.402858,4.2532,2.290942,0.956555,-1.172317,0.127730
1.4814,0.403006,4.2554,2.289870,0.956736,-1.172259,0.127874
1.4804,0.403154,4.2576,2.288799,0.956917,-1.172200,0.128018
1.4795,0.403302,4.2599,2.287729,0.957099,-1.172141,0.128162
1.4786,0.403450,4.2621,2.286660,0.957280,-1.172083,0.128306
1.4777,0.403598,4.2643,2.285592,0.957461,-1.172024,0.128450
1.4768,0.403746,4.2666,2.284526,0.957642,-1.171965,0.128594
1.4759,0.403893,4.2688,2.283461,0.957822,-1.171906,0.128739
1.4750,0.404041,4.2710,2.282397,0.958003,-1.171846,0.128883
1.4741,0.404189,4.2733,2.281334,0.958184,-1.171787,0.129027
1.4732,0.404337,4.2755,2.280272,0.958364,-1.171728,0.129172
1.4723,0.404484,4.2777,2.279212,0.958544,-1.171669,0.129316
1.4714,0.404632,4.2800,2.278153,0.958725,-1.171609,0.129461
1.4705,0.404780,4.2822,2.277095,0.958905,-1.171550,0.129606
1.4696,0.404928,4.2844,2.276038,0.959085,-1.171490,0.129750
1.4687,0.405075,4.2867,2.274982,0.959264,-1.171430,0.129895
1.4678,0.405223,4.2889,2.273928,0.959444,-1.171370,0.130040
1.4669,0.405371,4.2911,2.272875,0.959624,-1.171310,0.130185
1.4660,0.405518,4.2934,2.271822,0.959803,-1.171251,0.130330
1.4651,0.405666,4.2956,2.270772,0.959983,-1.171190,0.130475
1.4642,0.405813,4.2979,2.269722,0.960162,-1.171130,0.130620
1.4633,0.405961,4.3001,2.268673,0.960341,-1.171070,0.130765
1.4624,0.406109,4.3023,2.267626,0.960520,-1.171010,0.130911
1.4615,0.406256,4.3046,2.266579,0.960699,-1.170949,0.131056
1.4606,0.406404,4.3068,2.265534,0.960878,-1.170889,0.131201
1.4597,0.406551,4.3090,2.264490,0.961057,-1.170828,0.131347
1.4588,0.406699,4.3113,2.263448,0.961236,-1.170768,0.131492
1.4579,0.406846,4.3135,2.262406,0.961414,-1.170707,0.131638
1.4570,0.406994,4.3157,2.261366,0.961593,-1.170646,0.131783
1.4562,0.407141,4.3180,2.260326,0.961771,-1.170586,0.131929
1.4553,0.407289,4.3202,2.259288,0.961949,-1.170525,0.132075
1.4544,0.407436,4.3224,2.258251,0.962127,-1.170464,0.132221
1.4535,0.407584,4.3247,2.257215,0.962305,-1.170402,0.132366
1.4526,0.407731,4.3269,2.256181,0.962483,-1.170341,0.132512
1.4517,0.407878,4.3291,2.255147,0.962661,-1.170280,0.132658
1.4508,0.408026,4.3314,2.254115,0.962838,-1.170219,0.132804
1.4499,0.408173,4.3336,2.253083,0.963016,-1.170157,0.132950
1.4491,0.408321,4.3358,2.252053,0.963193,-1.170096,0.133097
1.4482,0.408468,4.3381,2.251024,0.963371,-1.170034,0.133243
1.4473,0.408615,4.3403,2.249997,0.963548,-1.169972,0.133389
1.4464,0.408763,4.3425,2.248970,0.963725,-1.169911,0.133536
1.4455,0.408910,4.3448,2.247944,0.963902,-1.169849,0.133682
1.4446,0.409057,4.3470,2.246920,0.964079,-1.169787,0.133828
1.4438,0.409204,4.3493,2.245897,0.964255,-1.169725,0.133975
1.4429,0.409352,4.3515,2.244874,0.964432,-1.169663,0.134122
1.4420,0.409499,4.3537,2.243853,0.964609,-1.169601,0.134268
1.4411,0.409646,4.3560,2.242833,0.964785,-1.169539,0.134415
1.4403,0.409793,4.3582,2.241815,0.964961,-1.169476,0.134562
1.4394,0.409941,4.3604,2.240797,0.965137,-1.169414,0.134709
1.4385,0.410088,4.3627,2.239780,0.965313,-1.169351,0.134855
1.4376,0.410235,4.3649,2.238765,0.965489,-1.169289,0.135002
1.4368,0.410382,4.3671,2.237751,0.965665,-1.169226,0.135149
1.4359,0.410529,4.3694,2.236737,0.965841,-1.169164,0.135296
1.4350,0.410676,4.3716,2.235725,0.966016,-1.169101,0.135444
1.4341,0.410824,4.3738,2.234714,0.966192,-1.169038,0.135591
1.4333,0.410971,4.3761,2.233705,0.966367,-1.168975,0.135738
1.4324,0.411118,4.3783,2.232696,0.966543,-1.168912,0.135885
1.4315,0.411265,4.3805,2.231688,0.966718,-1.168849,0.136033
1.4307,0.411412,4.3828,2.230682,0.966893,-1.168786,0.136180
1.4298,0.411559,4.3850,2.229676,0.967068,-1.168722,0.136328
1.4289,0.411706,4.3872,2.228672,0.967243,-1.168659,0.136475
1.4281,0.411853,4.3895,2.227669,0.967417,-1.168596,0.136623
1.4272,0.412000,4.3917,2.226666,0.967592,-1.168532,0.136771
1.4263,0.412147,4.3940,2.225665,0.967766,-1.168469,0.136918
1.4255,0.412294,4.3962,2.224665,0.967941,-1.168405,0.137066
1.4246,0.412441,4.3984,2.223667,0.968115,-1.168341,0.137214
1.4237,0.412588,4.4007,2.222669,0.968289,-1.168277,0.137362
1.4229,0.412735,4.4029,2.221672,0.968463,-1.168214,0.137510
1.4220,0.412882,4.4051,2.220677,0.968637,-1.168150,0.137658
1.4211,0.413029,4.4074,2.219682,0.968811,-1.168086,0.137806
1.4203,0.413176,4.4096,2.218689,0.968984,-1.168022,0.137954
1.4194,0.413323,4.4118,2.217696,0.969158,-1.167957,0.138102
1.4186,0.413470,4.4141,2.216705,0.969331,-1.167893,0.138251
1.4177,0.413616,4.4163,2.215715,0.969505,-1.167829,0.138399
1.4168,0.413763,4.4185,2.214726,0.969678,-1.167764,0.138547
1.4160,0.413910,4.4208,2.213738,0.969851,-1.167700,0.138696
1.4151,0.414057,4.4230,2.212751,0.970024,-1.167635,0.138844
1.4143,0.414204,4.4252,2.211765,0.970197,-1.167571,0.138993
1.4134,0.414351,4.4275,2.210780,0.970370,-1.167506,0.139142
1.4126,0.414497,4.4297,2.209796,0.970542,-1.167441,0.139290
1.4117,0.414644,4.4319,2.208814,0.970715,-1.167376,0.139439
1.4109,0.414791,4.4342,2.207832,0.970887,-1.167311,0.139588
1.4100,0.414938,4.4364,2.206852,0.971060,-1.167246,0.139737
1.4091,0.415084,4.4387,2.205872,0.971232,-1.167181,0.139886
1.4083,0.415231,4.4409,2.204894,0.971404,-1.167116,0.140035
1.4074,0.415378,4.4431,2.203916,0.971576,-1.167051,0.140184
1.4066,0.415524,4.4454,2.202940,0.971748,-1.166985,0.140333
1.4057,0.415671,4.4476,2.201965,0.971920,-1.166920,0.140482
1.4049,0.415818,4.4498,2.200991,0.972091,-1.166855,0.140631
1.4041,0.415965,4.4521,2.200018,0.972263,-1.166789,0.140780
1.4032,0.416111,4.4543,2.199046,0.972434,-1.166723,0.140930
1.4024,0.416258,4.4565,2.198075,0.972606,-1.166658,0.141079
1.4015,0.416404,4.4588,2.197105,0.972777,-1.166592,0.141229
1.4007,0.416551,4.4610,2.196136,0.972948,-1.166526,0.141378
1.3998,0.416698,4.4632,2.195168,0.973119,-1.166460,0.141528
1.3990,0.416844,4.4655,2.194201,0.973290,-1.166394,0.141677
1.3981,0.416991,4.4677,2.193235,0.973460,-1.166328,0.141827
1.3973,0.417137,4.4699,2.192270,0.973631,-1.166262,0.141977
1.3965,0.417284,4.4722,2.191307,0.973802,-1.166196,0.142127
1.3956,0.417430,4.4744,2.190344,0.973972,-1.166129,0.142276
1.3948,0.417577,4.4766,2.189382,0.974142,-1.166063,0.142426
1.3939,0.417723,4.4789,2.188422,0.974312,-1.165996,0.142576
1.3931,0.417870,4.4811,2.187462,0.974483,-1.165930,0.142726
1.3923,0.418016,4.4834,2.186504,0.974652,-1.165863,0.142876
1.3914,0.418163,4.4856,2.185546,0.974822,-1.165797,0.143026
1.3906,0.418309,4.4878,2.184590,0.974992,-1.165730,0.143177
1.3897,0.418456,4.4901,2.183634,0.975162,-1.165663,0.143327
1.3889,0.418602,4.4923,2.182680,0.975331,-1.165596,0.143477
1.3881,0.418748,4.4945,2.181726,0.975501,-1.165529,0.143628
1.3872,0.418895,4.4968,2.180774,0.975670,-1.165462,0.143778
1.3864,0.419041,4.4990,2.179823,0.975839,-1.165395,0.143928
1.3856,0.419188,4.5012,2.178872,0.976008,-1.165328,0.144079
1.3847,0.419334,4.5035,2.177923,0.976177,-1.165261,0.144230
1.3839,0.419480,4.5057,2.176975,0.976346,-1.165193,0.144380
1.3831,0.419627,4.5079,2.176027,0.976514,-1.165126,0.144531
1.3822,0.419773,4.5102,2.175081,0.976683,-1.165058,0.144682
1.3814,0.419919,4.5124,2.174136,0.976852,-1.164991,0.144833
1.3806,0.420066,4.5146,2.173192,0.977020,-1.164923,0.144983
1.3798,0.420212,4.5169,2.172248,0.977188,-1.164855,0.145134
1.3789,0.420358,4.5191,2.171306,0.977356,-1.164788,0.145285
1.3781,0.420504,4.5213,2.170365,0.977524,-1.164720,0.145436
1.3773,0.420651,4.5236,2.169425,0.977692,-1.164652,0.145587
1.3764,0.420797,4.5258,2.168485,0.977860,-1.164584,0.145739
1.3756,0.420943,4.5281,2.167547,0.978028,-1.164516,0.145890
1.3748,0.421089,4.5303,2.166610,0.978195,-1.164448,0.146041
1.3740,0.421235,4.5325,2.165674,0.978363,-1.164380,0.146192
1.3731,0.421382,4.5348,2.164739,0.978530,-1.164311,0.146344
1.3723,0.421528,4.5370,2.163804,0.978697,-1.164243,0.146495
1.3715,0.421674,4.5392,2.162871,0.978864,-1.164174,0.146647
1.3707,0.421820,4.5415,2.161939,0.979031,-1.164106,0.146798
1.3699,0.421966,4.5437,2.161008,0.979198,-1.164037,0.146950
1.3690,0.422112,4.5459,2.160077,0.979365,-1.163969,0.147101
1.3682,0.422258,4.5482,2.159148,0.979532,-1.163900,0.147253
1.3674,0.422405,4.5504,2.158220,0.979698,-1.163831,0.147405
1.3666,0.422551,4.5526,2.157292,0.979865,-1.163762,0.147557
1.3658,0.422697,4.5549,2.156366,0.980031,-1.163693,0.147709
1.3649,0.422843,4.5571,2.155441,0.980197,-1.163624,0.147861
1.3641,0.422989,4.5593,2.154516,0.980363,-1.163555,0.148013
1.3633,0.423135,4.5616,2.153593,0.980529,-1.163486,0.148165
1.3625,0.423281,4.5638,2.152670,0.980695,-1.163417,0.148317
1.3617,0.423427,4.5660,2.151749,0.980861,-1.163348,0.148469
1.3609,0.423573,4.5683,2.150828,0.981027,-1.163278,0.148621
1.3601,0.423719,4.5705,2.149909,0.981192,-1.163209,0.148773
1.3592,0.423865,4.5728,2.148990,0.981358,-1.163140,0.148926
1.3584,0.424011,4.5750,2.148073,0.981523,-1.163070,0.149078
1.3576,0.424157,4.5772,2.147156,0.981688,-1.163000,0.149230
1.3568,0.424303,4.5795,2.146241,0.981853,-1.162931,0.149383
1.3560,0.424449,4.5817,2.145326,0.982018,-1.162861,0.149535
1.3552,0.424595,4.5839,2.144412,0.982183,-1.162791,0.149688
1.3544,0.424740,4.5862,2.143500,0.982348,-1.162721,0.149841
1.3536,0.424886,4.5884,2.142588,0.982512,-1.162651,0.149993
1.3528,0.425032,4.5906,2.141677,0.982677,-1.162581,0.150146
1.3520,0.425178,4.5929,2.140767,0.982841,-1.162511,0.150299
1.3511,0.425324,4.5951,2.139858,0.983006,-1.162441,0.150452
1.3503,0.425470,4.5973,2.138950,0.983170,-1.162370,0.150605
1.3495,0.425616,4.5996,2.138043,0.983334,-1.162300,0.150758
1.3487,0.425761,4.6018,2.137137,0.983498,-1.162230,0.150911
1.3479,0.425907,4.6040,2.136232,0.983662,-1.162159,0.151064
