z,a,t_Gyr,H_norm,Lambda_norm,w,OmL_eff
0.2395,0.806780,10.5401,1.152962,1.083808,-0.915400,0.571390
0.2393,0.806929,10.5424,1.152810,1.083757,-0.915324,0.571515
0.2390,0.807078,10.5446,1.152658,1.083706,-0.915248,0.571639
0.2388,0.807227,10.5468,1.152505,1.083655,-0.915171,0.571763
0.2386,0.807376,10.5491,1.152353,1.083604,-0.915095,0.571887
0.2384,0.807525,10.5513,1.152201,1.083553,-0.915019,0.572011
0.2381,0.807674,10.5535,1.152049,1.083502,-0.914943,0.572135
0.2379,0.807823,10.5558,1.151897,1.083451,-0.914867,0.572260
0.2377,0.807972,10.5580,1.151745,1.083400,-0.914791,0.572384
0.2374,0.808121,10.5602,1.151593,1.083349,-0.914715,0.572508
0.2372,0.808271,10.5625,1.151441,1.083298,-0.914639,0.572631
0.2370,0.808420,10.5647,1.151290,1.083247,-0.914563,0.572755
0.2368,0.808569,10.5669,1.151138,1.083195,-0.914487,0.572879
0.2365,0.808718,10.5692,1.150986,1.083144,-0.914412,0.573003
0.2363,0.808867,10.5714,1.150835,1.083093,-0.914336,0.573127
0.2361,0.809016,10.5736,1.150683,1.083041,-0.914260,0.573251
0.2358,0.809166,10.5759,1.150532,1.082990,-0.914184,0.573374
0.2356,0.809315,10.5781,1.150380,1.082938,-0.914108,0.573498
0.2354,0.809464,10.5804,1.150229,1.082887,-0.914032,0.573622
0.2352,0.809613,10.5826,1.150078,1.082835,-0.913957,0.573745
0.2349,0.809762,10.5848,1.149926,1.082784,-0.913881,0.573869
0.2347,0.809912,10.5871,1.149775,1.082732,-0.913805,0.573992
0.2345,0.810061,10.5893,1.149624,1.082681,-0.913730,0.574116
0.2342,0.810210,10.5915,1.149473,1.082629,-0.913654,0.574239
0.2340,0.810359,10.5938,1.149322,1.082577,-0.913578,0.574363
0.2338,0.810509,10.5960,1.149171,1.082526,-0.913503,0.574486
0.2336,0.810658,10.5982,1.149020,1.082474,-0.913427,0.574610
0.2333,0.810807,10.6005,1.148870,1.082422,-0.913352,0.574733
0.2331,0.810956,10.6027,1.148719,1.082370,-0.913276,0.574856
0.2329,0.811106,10.6049,1.148568,1.082318,-0.913201,0.574979
0.2327,0.811255,10.6072,1.148418,1.082266,-0.913125,0.575103
0.2324,0.811404,10.6094,1.148267,1.082214,-0.913050,0.575226
0.2322,0.811554,10.6116,1.148117,1.082162,-0.912974,0.575349
0.2320,0.811703,10.6139,1.147966,1.082110,-0.912899,0.575472
0.2318,0.811852,10.6161,1.147816,1.082058,-0.912824,0.575595
0.2315,0.812001,10.6183,1.147666,1.082006,-0.912748,0.575718
0.2313,0.812151,10.6206,1.147515,1.081954,-0.912673,0.575841
0.2311,0.812300,10.6228,1.147365,1.081902,-0.912598,0.575964
0.2308,0.812450,10.6251,1.147215,1.081850,-0.912523,0.576087
0.2306,0.812599,10.6273,1.147065,1.081798,-0.912447,0.576210
0.2304,0.812748,10.6295,1.146915,1.081745,-0.912372,0.576333
0.2302,0.812898,10.6318,1.146765,1.081693,-0.912297,0.576456
0.2299,0.813047,10.6340,1.146615,1.081641,-0.912222,0.576578
0.2297,0.813196,10.6362,1.146466,1.081588,-0.912147,0.576701
0.2295,0.813346,10.6385,1.146316,1.081536,-0.912072,0.576824
0.2293,0.813495,10.6407,1.146166,1.081483,-0.911996,0.576947
0.2290,0.813645,10.6429,1.146017,1.081431,-0.911921,0.577069
0.2288,0.813794,10.6452,1.145867,1.081378,-0.911846,0.577192
0.2286,0.813944,10.6474,1.145717,1.081326,-0.911771,0.577314
0.2284,0.814093,10.6496,1.145568,1.081273,-0.911696,0.577437
0.2281,0.814242,10.6519,1.145419,1.081221,-0.911621,0.577560
0.2279,0.814392,10.6541,1.145269,1.081168,-0.911547,0.577682
0.2277,0.814541,10.6563,1.145120,1.081115,-0.911472,0.577804
0.2275,0.814691,10.6586,1.144971,1.081063,-0.911397,0.577927
0.2272,0.814840,10.6608,1.144822,1.081010,-0.911322,0.578049
0.2270,0.814990,10.6630,1.144673,1.080957,-0.911247,0.578172
0.2268,0.815139,10.6653,1.144524,1.080904,-0.911172,0.578294
0.2266,0.815289,10.6675,1.144375,1.080851,-0.911098,0.578416
0.2263,0.815438,10.6698,1.144226,1.080798,-0.911023,0.578538
0.2261,0.815588,10.6720,1.144077,1.080745,-0.910948,0.578660
0.2259,0.815737,10.6742,1.143928,1.080692,-0.910873,0.578783
0.2257,0.815887,10.6765,1.143780,1.080639,-0.910799,0.578905
0.2254,0.816036,10.6787,1.143631,1.080586,-0.910724,0.579027
0.2252,0.816186,10.6809,1.143482,1.080533,-0.910649,0.579149
0.2250,0.816336,10.6832,1.143334,1.080480,-0.910575,0.579271
0.2248,0.816485,10.6854,1.143185,1.080427,-0.910500,0.579393
0.2245,0.816635,10.6876,1.143037,1.080374,-0.910426,0.579515
0.2243,0.816784,10.6899,1.142889,1.080321,-0.910351,0.579637
0.2241,0.816934,10.6921,1.142740,1.080267,-0.910277,0.579759
0.2239,0.817083,10.6943,1.142592,1.080214,-0.910202,0.579880
0.2236,0.817233,10.6966,1.142444,1.080161,-0.910128,0.580002
0.2234,0.817383,10.6988,1.142296,1.080107,-0.910053,0.580124
0.2232,0.817532,10.7010,1.142148,1.080054,-0.909979,0.580246
0.2230,0.817682,10.7033,1.142000,1.080001,-0.909905,0.580367
0.2227,0.817832,10.7055,1.141852,1.079947,-0.909830,0.580489
0.2225,0.817981,10.7077,1.141704,1.079894,-0.909756,0.580611
0.2223,0.818131,10.7100,1.141556,1.079840,-0.909682,0.580732
0.2221,0.818281,10.7122,1.141408,1.079787,-0.909607,0.580854
0.2219,0.818430,10.7145,1.141261,1.079733,-0.909533,0.580975
0.2216,0.818580,10.7167,1.141113,1.079679,-0.909459,0.581097
0.2214,0.818730,10.7189,1.140965,1.079626,-0.909385,0.581218
0.2212,0.818879,10.7212,1.140818,1.079572,-0.909310,0.581340
0.2210,0.819029,10.7234,1.140670,1.079518,-0.909236,0.581461
0.2207,0.819179,10.7256,1.140523,1.079464,-0.909162,0.581582
0.2205,0.819328,10.7279,1.140376,1.079411,-0.909088,0.581704
0.2203,0.819478,10.7301,1.140228,1.079357,-0.909014,0.581825
0.2201,0.819628,10.7323,1.140081,1.079303,-0.908940,0.581946
0.2198,0.819778,10.7346,1.139934,1.079249,-0.908866,0.582067
0.2196,0.819927,10.7368,1.139787,1.079195,-0.908792,0.582188
0.2194,0.820077,10.7390,1.139640,1.079141,-0.908718,0.582310
0.2192,0.820227,10.7413,1.139493,1.079087,-0.908644,0.582431
0.2190,0.820377,10.7435,1.139346,1.079033,-0.908570,0.582552
0.2187,0.820526,10.7457,1.139199,1.078979,-0.908496,0.582673
0.2185,0.820676,10.7480,1.139052,1.078925,-0.908422,0.582794
0.2183,0.820826,10.7502,1.138905,1.078871,-0.908349,0.582915
0.2181,0.820976,10.7524,1.138759,1.078817,-0.908275,0.583036
0.2178,0.821126,10.7547,1.138612,1.078762,-0.908201,0.583156
0.2176,0.821276,10.7569,1.138466,1.078708,-0.908127,0.583277
0.2174,0.821425,10.7592,1.138319,1.078654,-0.908053,0.583398
0.2172,0.821575,10.7614,1.138173,1.078600,-0.907980,0.583519
0.2170,0.821725,10.7636,1.138026,1.078545,-0.907906,0.583640
0.2167,0.821875,10.7659,1.137880,1.078491,-0.907832,0.583760
0.2165,0.822025,10.7681,1.137734,1.078436,-0.907759,0.583881
0.2163,0.822175,10.7703,1.137587,1.078382,-0.907685,0.584002
0.2161,0.822325,10.7726,1.137441,1.078327,-0.907612,0.584122
0.2158,0.822474,10.7748,1.137295,1.078273,-0.907538,0.584243
0.2156,0.822624,10.7770,1.137149,1.078218,-0.907464,0.584363
0.2154,0.822774,10.7793,1.137003,1.078164,-0.907391,0.584484
0.2152,0.822924,10.7815,1.136857,1.078109,-0.907317,0.584604
0.2150,0.823074,10.7837,1.136711,1.078055,-0.907244,0.584725
0.2147,0.823224,10.7860,1.136565,1.078000,-0.907171,0.584845
0.2145,0.823374,10.7882,1.136420,1.077945,-0.907097,0.584965
0.2143,0.823524,10.7904,1.136274,1.077890,-0.907024,0.585086
0.2141,0.823674,10.7927,1.136128,1.077836,-0.906950,0.585206
0.2139,0.823824,10.7949,1.135983,1.077781,-0.906877,0.585326
0.2136,0.823974,10.7971,1.135837,1.077726,-0.906804,0.585446
0.2134,0.824124,10.7994,1.135692,1.077671,-0.906730,0.585567
0.2132,0.824274,10.8016,1.135546,1.077616,-0.906657,0.585687
0.2130,0.824424,10.8039,1.135401,1.077561,-0.906584,0.585807
0.2127,0.824574,10.8061,1.135256,1.077506,-0.906511,0.585927
0.2125,0.824724,10.8083,1.135110,1.077451,-0.906438,0.586047
0.2123,0.824874,10.8106,1.134965,1.077396,-0.906364,0.586167
0.2121,0.825024,10.8128,1.134820,1.077341,-0.906291,0.586287
0.2119,0.825174,10.8150,1.134675,1.077286,-0.906218,0.586407
0.2116,0.825324,10.8173,1.134530,1.077231,-0.906145,0.586527
0.2114,0.825474,10.8195,1.134385,1.077176,-0.906072,0.586646
0.2112,0.825624,10.8217,1.134240,1.077120,-0.905999,0.586766
0.2110,0.825774,10.8240,1.134095,1.077065,-0.905926,0.586886
0.2108,0.825924,10.8262,1.133951,1.077010,-0.905853,0.587006
0.2105,0.826074,10.8284,1.133806,1.076955,-0.905780,0.587126
0.2103,0.826224,10.8307,1.133661,1.076899,-0.905707,0.587245
0.2101,0.826374,10.8329,1.133517,1.076844,-0.905634,0.587365
0.2099,0.826525,10.8351,1.133372,1.076788,-0.905561,0.587484
0.2097,0.826675,10.8374,1.133228,1.076733,-0.905488,0.587604
0.2094,0.826825,10.8396,1.133083,1.076678,-0.905416,0.587724
0.2092,0.826975,10.8418,1.132939,1.076622,-0.905343,0.587843
0.2090,0.827125,10.8441,1.132794,1.076567,-0.905270,0.587963
0.2088,0.827275,10.8463,1.132650,1.076511,-0.905197,0.588082
0.2086,0.827425,10.8486,1.132506,1.076455,-0.905125,0.588201
0.2083,0.827576,10.8508,1.132362,1.076400,-0.905052,0.588321
0.2081,0.827726,10.8530,1.132218,1.076344,-0.904979,0.588440
0.2079,0.827876,10.8553,1.132074,1.076288,-0.904907,0.588559
0.2077,0.828026,10.8575,1.131930,1.076233,-0.904834,0.588679
0.2075,0.828176,10.8597,1.131786,1.076177,-0.904761,0.588798
0.2073,0.828326,10.8620,1.131642,1.076121,-0.904689,0.588917
0.2070,0.828477,10.8642,1.131498,1.076065,-0.904616,0.589036
0.2068,0.828627,10.8664,1.131354,1.076009,-0.904544,0.589155
0.2066,0.828777,10.8687,1.131211,1.075953,-0.904471,0.589274
0.2064,0.828927,10.8709,1.131067,1.075897,-0.904399,0.589393
0.2062,0.829078,10.8731,1.130923,1.075841,-0.904326,0.589512
0.2059,0.829228,10.8754,1.130780,1.075785,-0.904254,0.589631
0.2057,0.829378,10.8776,1.130636,1.075729,-0.904181,0.589750
0.2055,0.829528,10.8798,1.130493,1.075673,-0.904109,0.589869
0.2053,0.829679,10.8821,1.130350,1.075617,-0.904037,0.589988
0.2051,0.829829,10.8843,1.130206,1.075561,-0.903964,0.590107
0.2048,0.829979,10.8865,1.130063,1.075505,-0.903892,0.590226
0.2046,0.830130,10.8888,1.129920,1.075449,-0.903820,0.590344
0.2044,0.830280,10.8910,1.129777,1.075393,-0.903748,0.590463
0.2042,0.830430,10.8933,1.129634,1.075336,-0.903675,0.590582
0.2040,0.830581,10.8955,1.129491,1.075280,-0.903603,0.590700
0.2038,0.830731,10.8977,1.129348,1.075224,-0.903531,0.590819
0.2035,0.830881,10.9000,1.129205,1.075167,-0.903459,0.590938
0.2033,0.831032,10.9022,1.129062,1.075111,-0.903387,0.591056
0.2031,0.831182,10.9044,1.128919,1.075055,-0.903315,0.591175
0.2029,0.831332,10.9067,1.128776,1.074998,-0.903243,0.591293
0.2027,0.831483,10.9089,1.128634,1.074942,-0.903171,0.591412
0.2025,0.831633,10.9111,1.128491,1.074885,-0.903099,0.591530
0.2022,0.831783,10.9134,1.128348,1.074829,-0.903027,0.591648
0.2020,0.831934,10.9156,1.128206,1.074772,-0.902955,0.591767
0.2018,0.832084,10.9178,1.128063,1.074715,-0.902883,0.591885
0.2016,0.832235,10.9201,1.127921,1.074659,-0.902811,0.592003
0.2014,0.832385,10.9223,1.127779,1.074602,-0.902739,0.592122
0.2011,0.832536,10.9245,1.127636,1.074545,-0.902667,0.592240
0.2009,0.832686,10.9268,1.127494,1.074489,-0.902595,0.592358
0.2007,0.832836,10.9290,1.127352,1.074432,-0.902523,0.592476
0.2005,0.832987,10.9312,1.127210,1.074375,-0.902452,0.592594
0.2003,0.833137,10.9335,1.127068,1.074318,-0.902380,0.592712
0.2001,0.833288,10.9357,1.126926,1.074261,-0.902308,0.592830
0.1998,0.833438,10.9380,1.126784,1.074205,-0.902236,0.592948
0.1996,0.833589,10.9402,1.126642,1.074148,-0.902165,0.593066
0.1994,0.833739,10.9424,1.126500,1.074091,-0.902093,0.593184
0.1992,0.833890,10.9447,1.126358,1.074034,-0.902021,0.593302
0.1990,0.834040,10.9469,1.126216,1.073977,-0.901950,0.593420
0.1988,0.834191,10.9491,1.126075,1.073920,-0.901878,0.593538
0.1986,0.834341,10.9514,1.125933,1.073863,-0.901807,0.593655
0.1983,0.834492,10.9536,1.125791,1.073805,-0.901735,0.593773
0.1981,0.834642,10.9558,1.125650,1.073748,-0.901663,0.593891
0.1979,0.834793,10.9581,1.125508,1.073691,-0.901592,0.594009
0.1977,0.834944,10.9603,1.125367,1.073634,-0.901521,0.594126
0.1975,0.835094,10.9625,1.125226,1.073577,-0.901449,0.594244
0.1973,0.835245,10.9648,1.125084,1.073519,-0.901378,0.594361
0.1970,0.835395,10.9670,1.124943,1.073462,-0.901306,0.594479
0.1968,0.835546,10.9692,1.124802,1.073405,-0.901235,0.594596
0.1966,0.835697,10.9715,1.124661,1.073347,-0.901164,0.594714
0.1964,0.835847,10.9737,1.124520,1.073290,-0.901092,0.594831
0.1962,0.835998,10.9759,1.124379,1.073233,-0.901021,0.594949
0.1960,0.836148,10.9782,1.124238,1.073175,-0.900950,0.595066
0.1957,0.836299,10.9804,1.124097,1.073118,-0.900879,0.595183
0.1955,0.836450,10.9826,1.123956,1.073060,-0.900807,0.595301
0.1953,0.836600,10.9849,1.123815,1.073003,-0.900736,0.595418
0.1951,0.836751,10.9871,1.123674,1.072945,-0.900665,0.595535
0.1949,0.836902,10.9894,1.123534,1.072887,-0.900594,0.595652
0.1947,0.837052,10.9916,1.123393,1.072830,-0.900523,0.595770
0.1945,0.837203,10.9938,1.123252,1.072772,-0.900452,0.595887
0.1942,0.837354,10.9961,1.123112,1.072714,-0.900381,0.596004
0.1940,0.837504,10.9983,1.122971,1.072657,-0.900310,0.596121
0.1938,0.837655,11.0005,1.122831,1.072599,-0.900239,0.596238
0.1936,0.837806,11.0028,1.122691,1.072541,-0.900168,0.596355
0.1934,0.837957,11.0050,1.122550,1.072483,-0.900097,0.596472
0.1932,0.838107,11.0072,1.122410,1.072425,-0.900026,0.596589
0.1929,0.838258,11.0095,1.122270,1.072367,-0.899955,0.596706
0.1927,0.838409,11.0117,1.122130,1.072310,-0.899884,0.596822
0.1925,0.838560,11.0139,1.121989,1.072252,-0.899813,0.596939
0.1923,0.838710,11.0162,1.121849,1.072194,-0.899742,0.597056
0.1921,0.838861,11.0184,1.121709,1.072136,-0.899671,0.597173
0.1919,0.839012,11.0206,1.121569,1.072078,-0.899601,0.597289
0.1917,0.839163,11.0229,1.121430,1.072020,-0.899530,0.597406
0.1914,0.839314,11.0251,1.121290,1.071961,-0.899459,0.597523
0.1912,0.839464,11.0273,1.121150,1.071903,-0.899389,0.597639
0.1910,0.839615,11.0296,1.121010,1.071845,-0.899318,0.597756
0.1908,0.839766,11.0318,1.120870,1.071787,-0.899247,0.597872
0.1906,0.839917,11.0341,1.120731,1.071729,-0.899177,0.597989
0.1904,0.840068,11.0363,1.120591,1.071670,-0.899106,0.598105
0.1902,0.840219,11.0385,1.120452,1.071612,-0.899035,0.598222
0.1900,0.840369,11.0408,1.120312,1.071554,-0.898965,0.598338
0.1897,0.840520,11.0430,1.120173,1.071495,-0.898894,0.598455
0.1895,0.840671,11.0452,1.120034,1.071437,-0.898824,0.598571
0.1893,0.840822,11.0475,1.119894,1.071379,-0.898753,0.598687
0.1891,0.840973,11.0497,1.119755,1.071320,-0.898683,0.598803
0.1889,0.841124,11.0519,1.119616,1.071262,-0.898613,0.598920
0.1887,0.841275,11.0542,1.119477,1.071203,-0.898542,0.599036
0.1885,0.841426,11.0564,1.119338,1.071145,-0.898472,0.599152
0.1882,0.841577,11.0586,1.119199,1.071086,-0.898401,0.599268
0.1880,0.841728,11.0609,1.119060,1.071028,-0.898331,0.599384
0.1878,0.841879,11.0631,1.118921,1.070969,-0.898261,0.599500
0.1876,0.842030,11.0653,1.118782,1.070910,-0.898191,0.599616
0.1874,0.842181,11.0676,1.118643,1.070852,-0.898120,0.599732
0.1872,0.842331,11.0698,1.118504,1.070793,-0.898050,0.599848
0.1870,0.842482,11.0720,1.118365,1.070734,-0.897980,0.599964
0.1868,0.842633,11.0743,1.118227,1.070676,-0.897910,0.600080
0.1865,0.842784,11.0765,1.118088,1.070617,-0.897840,0.600196
0.1863,0.842935,11.0788,1.117950,1.070558,-0.897769,0.600311
0.1861,0.843086,11.0810,1.117811,1.070499,-0.897699,0.600427
0.1859,0.843237,11.0832,1.117673,1.070440,-0.897629,0.600543
0.1857,0.843389,11.0855,1.117534,1.070381,-0.897559,0.600659
0.1855,0.843540,11.0877,1.117396,1.070322,-0.897489,0.600774
0.1853,0.843691,11.0899,1.117258,1.070263,-0.897419,0.600890
0.1851,0.843842,11.0922,1.117119,1.070204,-0.897349,0.601006
0.1848,0.843993,11.0944,1.116981,1.070145,-0.897279,0.601121
0.1846,0.844144,11.0966,1.116843,1.070086,-0.897209,0.601237
0.1844,0.844295,11.0989,1.116705,1.070027,-0.897140,0.601352
0.1842,0.844446,11.1011,1.116567,1.069968,-0.897070,0.601468
0.1840,0.844597,11.1033,1.116429,1.069909,-0.897000,0.601583
0.1838,0.844748,11.1056,1.116291,1.069850,-0.896930,0.601698
0.1836,0.844899,11.1078,1.116153,1.069790,-0.896860,0.601814
0.1834,0.845050,11.1100,1.116015,1.069731,-0.896791,0.601929
0.1831,0.845202,11.1123,1.115878,1.069672,-0.896721,0.602044
0.1829,0.845353,11.1145,1.115740,1.069613,-0.896651,0.602160
0.1827,0.845504,11.1167,1.115602,1.069553,-0.896581,0.602275
0.1825,0.845655,11.1190,1.115465,1.069494,-0.896512,0.602390
0.1823,0.845806,11.1212,1.115327,1.069435,-0.896442,0.602505
0.1821,0.845957,11.1235,1.115190,1.069375,-0.896372,0.602620
0.1819,0.846109,11.1257,1.115052,1.069316,-0.896303,0.602735
0.1817,0.846260,11.1279,1.114915,1.069256,-0.896233,0.602850
0.1815,0.846411,11.1302,1.114777,1.069197,-0.896164,0.602965
0.1812,0.846562,11.1324,1.114640,1.069137,-0.896094,0.603080
0.1810,0.846713,11.1346,1.114503,1.069078,-0.896025,0.603195
0.1808,0.846865,11.1369,1.114366,1.069018,-0.895955,0.603310
0.1806,0.847016,11.1391,1.114228,1.068958,-0.895886,0.603425
0.1804,0.847167,11.1413,1.114091,1.068899,-0.895817,0.603540
0.1802,0.847318,11.1436,1.113954,1.068839,-0.895747,0.603655
0.1800,0.847470,11.1458,1.113817,1.068779,-0.895678,0.603769
0.1798,0.847621,11.1480,1.113680,1.068720,-0.895608,0.603884
0.1796,0.847772,11.1503,1.113543,1.068660,-0.895539,0.603999
0.1794,0.847923,11.1525,1.113407,1.068600,-0.895470,0.604113
0.1791,0.848075,11.1547,1.113270,1.068540,-0.895401,0.604228
0.1789,0.848226,11.1570,1.113133,1.068480,-0.895331,0.604343
0.1787,0.848377,11.1592,1.112996,1.068421,-0.895262,0.604457
0.1785,0.848529,11.1614,1.112860,1.068361,-0.895193,0.604572
0.1783,0.848680,11.1637,1.112723,1.068301,-0.895124,0.604686
0.1781,0.848831,11.1659,1.112587,1.068241,-0.895055,0.604801
0.1779,0.848983,11.1682,1.112450,1.068181,-0.894986,0.604915
0.1777,0.849134,11.1704,1.112314,1.068121,-0.894917,0.605030
0.1775,0.849285,11.1726,1.112178,1.068061,-0.894848,0.605144
0.1773,0.849437,11.1749,1.112041,1.068001,-0.894779,0.605258
0.1770,0.849588,11.1771,1.111905,1.067940,-0.894710,0.605372
0.1768,0.849739,11.1793,1.111769,1.067880,-0.894641,0.605487
0.1766,0.849891,11.1816,1.111633,1.067820,-0.894572,0.605601
0.1764,0.850042,11.1838,1.111496,1.067760,-0.894503,0.605715
0.1762,0.850194,11.1860,1.111360,1.067700,-0.894434,0.605829
0.1760,0.850345,11.1883,1.111224,1.067639,-0.894365,0.605943
0.1758,0.850496,11.1905,1.111088,1.067579,-0.894296,0.606057
0.1756,0.850648,11.1927,1.110953,1.067519,-0.894227,0.606171
0.1754,0.850799,11.1950,1.110817,1.067459,-0.894158,0.606286
0.1752,0.850951,11.1972,1.110681,1.067398,-0.894090,0.606399
0.1749,0.851102,11.1994,1.110545,1.067338,-0.894021,0.606513
0.1747,0.851254,11.2017,1.110409,1.067277,-0.893952,0.606627
0.1745,0.851405,11.2039,1.110274,1.067217,-0.893883,0.606741
0.1743,0.851557,11.2061,1.110138,1.067156,-0.893815,0.606855
0.1741,0.851708,11.2084,1.110003,1.067096,-0.893746,0.606969
0.1739,0.851860,11.2106,1.109867,1.067035,-0.893678,0.607083
0.1737,0.852011,11.2129,1.109732,1.066975,-0.893609,0.607196
0.1735,0.852163,11.2151,1.109596,1.066914,-0.893540,0.607310
0.1733,0.852314,11.2173,1.109461,1.066854,-0.893472,0.607424
0.1731,0.852466,11.2196,1.109326,1.066793,-0.893403,0.607537
0.1729,0.852617,11.2218,1.109190,1.066732,-0.893335,0.607651
0.1727,0.852769,11.2240,1.109055,1.066672,-0.893266,0.607764
0.1724,0.852920,11.2263,1.108920,1.066611,-0.893198,0.607878
0.1722,0.853072,11.2285,1.108785,1.066550,-0.893130,0.607992
0.1720,0.853224,11.2307,1.108650,1.066489,-0.893061,0.608105
0.1718,0.853375,11.2330,1.108515,1.066428,-0.892993,0.608218
0.1716,0.853527,11.2352,1.108380,1.066368,-0.892924,0.608332
0.1714,0.853678,11.2374,1.108245,1.066307,-0.892856,0.608445
0.1712,0.853830,11.2397,1.108110,1.066246,-0.892788,0.608558
0.1710,0.853982,11.2419,1.107975,1.066185,-0.892720,0.608672
0.1708,0.854133,11.2441,1.107841,1.066124,-0.892651,0.608785
0.1706,0.854285,11.2464,1.107706,1.066063,-0.892583,0.608898
0.1704,0.854436,11.2486,1.107571,1.066002,-0.892515,0.609011
0.1702,0.854588,11.2508,1.107437,1.065941,-0.892447,0.609125
0.1699,0.854740,11.2531,1.107302,1.065880,-0.892379,0.609238
0.1697,0.854891,11.2553,1.107168,1.065819,-0.892311,0.609351
0.1695,0.855043,11.2576,1.107033,1.065758,-0.892242,0.609464
0.1693,0.855195,11.2598,1.106899,1.065696,-0.892174,0.609577
0.1691,0.855346,11.2620,1.106765,1.065635,-0.892106,0.609690
0.1689,0.855498,11.2643,1.106630,1.065574,-0.892038,0.609803
0.1687,0.855650,11.2665,1.106496,1.065513,-0.891970,0.609916
0.1685,0.855802,11.2687,1.106362,1.065452,-0.891902,0.610029
0.1683,0.855953,11.2710,1.106228,1.065390,-0.891834,0.610141
0.1681,0.856105,11.2732,1.106094,1.065329,-0.891767,0.610254
0.1679,0.856257,11.2754,1.105960,1.065268,-0.891699,0.610367
0.1677,0.856409,11.2777,1.105826,1.065206,-0.891631,0.610480
0.1675,0.856560,11.2799,1.105692,1.065145,-0.891563,0.610592
0.1673,0.856712,11.2821,1.105558,1.065083,-0.891495,0.610705
0.1670,0.856864,11.2844,1.105424,1.065022,-0.891427,0.610818
0.1668,0.857016,11.2866,1.105290,1.064961,-0.891360,0.610930
0.1666,0.857167,11.2888,1.105157,1.064899,-0.891292,0.611043
0.1664,0.857319,11.2911,1.105023,1.064837,-0.891224,0.611156
0.1662,0.857471,11.2933,1.104889,1.064776,-0.891156,0.611268
0.1660,0.857623,11.2955,1.104756,1.064714,-0.891089,0.611380
0.1658,0.857775,11.2978,1.104622,1.064653,-0.891021,0.611493
0.1656,0.857927,11.3000,1.104489,1.064591,-0.890954,0.611605
0.1654,0.858078,11.3023,1.104355,1.064529,-0.890886,0.611718
0.1652,0.858230,11.3045,1.104222,1.064468,-0.890818,0.611830
0.1650,0.858382,11.3067,1.104088,1.064406,-0.890751,0.611942
0.1648,0.858534,11.3090,1.103955,1.064344,-0.890683,0.612055
0.1646,0.858686,11.3112,1.103822,1.064282,-0.890616,0.612167
0.1644,0.858838,11.3134,1.103689,1.064221,-0.890548,0.612279
0.1642,0.858990,11.3157,1.103556,1.064159,-0.890481,0.612391
0.1640,0.859142,11.3179,1.103422,1.064097,-0.890414,0.612503
0.1637,0.859294,11.3201,1.103289,1.064035,-0.890346,0.612615
0.1635,0.859445,11.3224,1.103156,1.063973,-0.890279,0.612728
0.1633,0.859597,11.3246,1.103023,1.063911,-0.890212,0.612840
0.1631,0.859749,11.3268,1.102891,1.063849,-0.890144,0.612952
0.1629,0.859901,11.3291,1.102758,1.063787,-0.890077,0.613064
0.1627,0.860053,11.3313,1.102625,1.063725,-0.890010,0.613175
0.1625,0.860205,11.3335,1.102492,1.063663,-0.889943,0.613287
0.1623,0.860357,11.3358,1.102359,1.063601,-0.889875,0.613399
0.1621,0.860509,11.3380,1.102227,1.063539,-0.889808,0.613511
0.1619,0.860661,11.3402,1.102094,1.063477,-0.889741,0.613623
0.1617,0.860813,11.3425,1.101962,1.063415,-0.889674,0.613735
0.1615,0.860965,11.3447,1.101829,1.063352,-0.889607,0.613846
0.1613,0.861117,11.3469,1.101697,1.063290,-0.889540,0.613958
0.1611,0.861269,11.3492,1.101564,1.063228,-0.889473,0.614070
0.1609,0.861421,11.3514,1.101432,1.063166,-0.889406,0.614181
0.1607,0.861573,11.3537,1.101300,1.063103,-0.889339,0.614293
0.1605,0.861725,11.3559,1.101167,1.063041,-0.889272,0.614404
0.1603,0.861877,11.3581,1.101035,1.062979,-0.889205,0.614516
0.1601,0.862030,11.3604,1.100903,1.062916,-0.889138,0.614627
0.1598,0.862182,11.3626,1.100771,1.062854,-0.889071,0.614739
0.1596,0.862334,11.3648,1.100639,1.062792,-0.889004,0.614850
0.1594,0.862486,11.3671,1.100507,1.062729,-0.888937,0.614962
0.1592,0.862638,11.3693,1.100375,1.062667,-0.888870,0.615073
0.1590,0.862790,11.3715,1.100243,1.062604,-0.888804,0.615184
0.1588,0.862942,11.3738,1.100111,1.062542,-0.888737,0.615296
0.1586,0.863094,11.3760,1.099979,1.062479,-0.888670,0.615407
0.1584,0.863246,11.3782,1.099847,1.062416,-0.888603,0.615518
0.1582,0.863399,11.3805,1.099716,1.062354,-0.888537,0.615629
0.1580,0.863551,11.3827,1.099584,1.062291,-0.888470,0.615740
0.1578,0.863703,11.3849,1.099452,1.062229,-0.888403,0.615852
0.1576,0.863855,11.3872,1.099321,1.062166,-0.888337,0.615963
0.1574,0.864007,11.3894,1.099189,1.062103,-0.888270,0.616074
0.1572,0.864159,11.3916,1.099058,1.062040,-0.888204,0.616185
0.1570,0.864312,11.3939,1.098926,1.061978,-0.888137,0.616296
0.1568,0.864464,11.3961,1.098795,1.061915,-0.888070,0.616407
0.1566,0.864616,11.3984,1.098664,1.061852,-0.888004,0.616518
0.1564,0.864768,11.4006,1.098532,1.061789,-0.887938,0.616628
0.1562,0.864921,11.4028,1.098401,1.061726,-0.887871,0.616739
